id,name,name_en,category,manufacturer,type,torque,speed,weight,voltage,protocol,interface,position_resolution,applications,price_range,compatibility,ros_support,domestic_rate,import_dependency,verified,quarantine,data_quality,source,source_tier,confidence,mech_status,mech_mount_type,mech_standard,std_assessed,std_ros2,entity_kind
XDA-003,BridgeData V2,BridgeData V2,data_acquisition,UC Berkeley,data_pipeline,,,,,,,,manipulation; cross_domain,open,,,,,True,False,ok,公开资料：https://rail.eecs.berkeley.edu,B,0.82,n_a,,,False,,component
XDA-004,Open X-Embodiment,Open X-Embodiment,data_acquisition,Google,data_pipeline,,,,,,,,cross_embodiment; base,open,,,,,True,False,ok,公开资料：https://robotics-transformer.github.io,B,0.82,n_a,,,False,,component
XDA-005,LeRobot,LeRobot,data_acquisition,Hugging Face,data_pipeline,,,,,,,,framework; imitation,open,,,,,True,False,ok,公开资料：https://github.com/huggingface/lerobot,A,0.82,n_a,,,False,,component
XDA-006,ARX Teleop,ARX Teleop,data_acquisition,ARX Robotics,teleoperation,,,,,,,,bimanual; humanoid,varies,,,,,True,False,ok,公开资料：https://www.arxrobotics.com,B,0.82,n_a,,,False,,component
XDA-007,Puppeteer,Puppeteer,data_acquisition,Google,data_pipeline,,,,,,,,anthropomorphic; imitation,open,,,,,False,True,unverifiable_vendor,公开资料：https://github.com/google-deepmind/puppeteer,A,0.3,n_a,,,False,,component
XDA-008,Telekinesis,Telekinesis,data_acquisition,Google,data_pipeline,,,,,,,,vr_teleop,open,,,,,False,True,unverifiable_vendor,公开资料：https://github.com/google-deepmind/telekinesis,A,0.3,n_a,,,False,,component
XDA-009,RH20T,RH20T,data_acquisition,多家,data_pipeline,,,,,,,,large_scale; humanoid,open,,,,,True,False,ok,公开资料：https://rh20t.github.io,A,0.82,n_a,,,False,,component
XDA-010,AgiBot World,AgiBot World,data_acquisition,AgiBot,data_pipeline,,,,,,,,humanoid; large_scale,open,,,,,True,False,ok,公开资料：https://agibot-world.com,A,0.82,n_a,,,False,,component
XDA-011,DAgger,DAgger,data_acquisition,学术,data_pipeline,,,,,,,,imitation; dataset,open,,,,,True,False,ok,公开资料：https://arxiv.org,B,0.82,n_a,,,False,,component
XDA-012,RT-1,RT-1,data_acquisition,Google,data_pipeline,,,,,,,,manipulation; base,open,,,,,True,False,ok,公开资料：https://www.deepmind.google,B,0.82,n_a,,,False,,component
XDA-013,Behavior-1K,Behavior-1K,data_acquisition,Stanford,data_pipeline,,,,,,,,benchmark; home,open,,,,,True,False,ok,公开资料：https://behavior.stanford.edu,B,0.82,n_a,,,False,,component
XDA-014,MimicGen,MimicGen,data_acquisition,NVIDIA,data_pipeline,,,,,,,,synthetic; imitation,open,,,,,True,False,ok,公开资料：https://mimicgen.github.io,A,0.82,n_a,,,False,,component
XDA-015,RoboSet,RoboSet,data_acquisition,MIT,data_pipeline,,,,,,,,manipulation; base,open,,,,,True,False,ok,公开资料：https://robocasa.ai,B,0.82,n_a,,,False,,component
XDA-016,HITL Teleop,HITL Teleop,data_acquisition,多家,teleoperation,,,,,,,,human_in_loop,varies,,,,,True,False,ok,公开资料：https://arxiv.org,B,0.82,n_a,,,False,,component
XDA-017,Surface Teleop,Surface Teleop,data_acquisition,多家,teleoperation,,,,,,,,tactile; imitation,open,,,,,True,False,ok,公开资料：https://arxiv.org,B,0.82,n_a,,,False,,component
XPLT-001,Agility Digit,Agility Digit,platforms,Agility Robotics,humanoid,,,,,,,,"logistics,humanoid",varies,,,,,True,False,ok,公开资料：https://www.agilityrobotics.com,B,0.85,not_declared,unknown,,False,,component
XPLT-002,Apptronik Apollo,Apptronik Apollo,platforms,Apptronik,humanoid,,,,,,,,"humanoid,industrial",varies,,,,,True,False,ok,公开资料：https://apptronik.com,B,0.85,not_declared,unknown,,False,,component
XPLT-005,Sanctuary Phoenix,Sanctuary Phoenix,platforms,Sanctuary AI,humanoid,,,,,,,,"humanoid,general",varies,,,,,True,False,ok,公开资料：https://www.sanctuary.ai,B,0.85,not_declared,unknown,,False,,component
XPLT-006,1X NEO,1X NEO,platforms,1X Technologies,humanoid,,,,,,,,"humanoid,home",varies,,,,,True,False,ok,公开资料：https://www.1x.tech,B,0.85,not_declared,unknown,,False,,component
XPLT-007,Fourier GR-1,Fourier GR-1,platforms,Fourier Intelligence,humanoid,,,,,,,,"humanoid,research",varies,,,,,True,False,ok,公开资料：https://www.fourierintelligence.com,B,0.85,not_declared,unknown,,False,,component
XPLT-008,Fourier GR-2,Fourier GR-2,platforms,Fourier Intelligence,humanoid,,,,,,,,"humanoid,research",varies,,,,,True,False,ok,公开资料：https://www.fourierintelligence.com,B,0.85,not_declared,unknown,,False,,component
XPLT-009,UBTech Walker S,UBTech Walker S,platforms,UBTech,humanoid,,,,,,,,"humanoid,industrial",varies,,,,,True,False,ok,公开资料：https://www.ubtrobot.com,B,0.85,not_declared,unknown,,False,,component
XPLT-010,Xiaomi CyberOne,Xiaomi CyberOne,platforms,Xiaomi,humanoid,,,,,,,,"humanoid,consumer",varies,,,,,True,False,ok,公开资料：https://www.mi.com,B,0.85,not_declared,unknown,,False,,component
XPLT-011,Unitree H1,Unitree H1,platforms,Unitree,humanoid,,,,,,,,"humanoid,research",varies,,,,,True,False,ok,公开资料：https://www.unitree.com,B,0.85,not_declared,unknown,,False,,component
XPLT-013,Neura 4NE-1,Neura 4NE-1,platforms,Neura Robotics,humanoid,,,,,,,,"humanoid,cognitive",varies,,,,,True,False,ok,公开资料：https://neura-robotics.com,B,0.85,not_declared,unknown,,False,,component
XPLT-015,LimX Dynamics,LimX Dynamics,platforms,LimX,humanoid,,,,,,,,"humanoid,research",varies,,,,,True,False,ok,公开资料：https://www.limxdynamics.com,A,0.85,not_declared,unknown,,False,,component
XPLT-016,PNDbotics Adam,PNDbotics Adam,platforms,PNDbotics,humanoid,,,,,,,,"humanoid,research",varies,,,,,True,False,ok,公开资料：https://www.pndbotics.com,B,0.85,not_declared,unknown,,False,,component
XPLT-017,Booster Robotics T1,Booster Robotics T1,platforms,Booster Robotics,humanoid,,,,,,,,"humanoid,education",varies,,,,,True,False,ok,公开资料：https://www.booster Robotics.com,B,0.85,not_declared,unknown,,False,,component
XPLT-018,Robotera Star1,Robotera Star1,platforms,Robotera,humanoid,,,,,,,,"humanoid,research",varies,,,,,True,False,ok,公开资料：https://www.robotera.com,B,0.85,not_declared,unknown,,False,,component
BRG-crb-thk-rb,THK RB 系列交叉滚子环 (Crossed Roller Ring),THK RB 系列交叉滚子环 (Crossed Roller Ring),actuators,THK,crossed_roller_bearing,,,,,,,,harmonic_joint; robot_arm; rotary_table,,,,,,True,False,ok,厂商/标准公开资料：https://www.thk.com,B,0.88,not_declared,unknown,,False,,component
BRG-crb-iko-crbf,IKO CRBF 系列交叉滚子轴承 (Crossed Roller Bearing),IKO CRBF 系列交叉滚子轴承 (Crossed Roller Bearing),actuators,IKO 日本トムソン,crossed_roller_bearing,,,,,,,,robot_joint; index_table; manipulator,,,,,,True,False,ok,厂商/标准公开资料：https://www.ikont.co.jp,B,0.86,partial,flange_mount,,False,,component
BRG-crb-hiwin,HIWIN CRB 系列交叉滚子轴承,HIWIN CRB 系列交叉滚子轴承,actuators,HIWIN 上银科技,crossed_roller_bearing,,,,,,,,robot_joint; harmonic_joint,,,,,,True,False,ok,厂商/标准公开资料：https://www.hiwin.tw,B,0.85,not_declared,unknown,,False,,component
LUB-hd-grease-sk,Harmonic Grease SK-1A 谐波减速器专用润滑脂,Harmonic Grease SK-1A 谐波减速器专用润滑脂,actuators,Harmonic Drive Systems,reducer_grease,,,,,,,,harmonic_reducer; robot_joint; maintenance,,,,,,True,False,ok,厂商/标准公开资料：https://www.harmonicdrive.net,B,0.87,not_declared,unknown,,False,,component
LUB-nabtesco-vigo-re0,Nabtesco Vigo Grease RE0 (RV 减速器润滑脂),Nabtesco Vigo Grease RE0 (RV 减速器润滑脂),actuators,Nabtesco 纳博特斯克,reducer_grease,,,,,,,,rv_reducer; industrial_robot; maintenance,,,,,,True,False,ok,厂商/标准公开资料：https://www.nabtesco.com,B,0.86,not_declared,unknown,,False,,component
SEAL-klueber-nbu15,Klüber Isoflex NBU 15 高速轴承润滑脂,Klüber Isoflex NBU 15 高速轴承润滑脂,actuators,Klüber Lubrication,bearing_grease,,,,,,,,bearing; ball_screw; robot_joint,,,,,,True,False,ok,厂商/标准公开资料：https://www.klueber.com,B,0.84,not_declared,unknown,,False,,component
GBX-neugart-ple,Neugart PLE 系列行星减速器,Neugart PLE 系列行星减速器,actuators,Neugart,planetary_gearbox,,,,,,,,servo_drive; robot_joint; automation,,,,,,True,False,ok,厂商/标准公开资料：https://www.neugart.com,B,0.87,not_declared,unknown,,False,,component
GBX-wittenstein-tp,WITTENSTEIN alpha TP+ 行星减速器,WITTENSTEIN alpha TP+ 行星减速器,actuators,WITTENSTEIN,planetary_gearbox,,,,,,,,precision_robot; robot_joint; machine_tool,,,,,,True,False,ok,厂商/标准公开资料：https://www.wittenstein.de,B,0.86,not_declared,unknown,,False,,component
GBX-shimpo-vrs,Nidec-Shimpo VRS 系列行星减速器,Nidec-Shimpo VRS 系列行星减速器,actuators,Nidec-Shimpo 日本电产新宝,planetary_gearbox,,,,,,,,servo_drive; manipulator; rotary_table,,,,,,True,False,ok,厂商/标准公开资料：https://www.shimpodrives.com,B,0.85,not_declared,unknown,,False,,component
LIN-ewellix-casm,Ewellix CASM 系列电动缸 (Linear Actuator),Ewellix CASM 系列电动缸 (Linear Actuator),actuators,Ewellix,electric_linear_actuator,,,,,,,,humanoid_leg; industrial_press; linear_drive,,,,,,True,False,ok,厂商/标准公开资料：https://www.ewellix.com,B,0.86,not_declared,unknown,,False,,component
LIN-tolomatic-erd,Tolomatic ERD 系列电动直线执行器,Tolomatic ERD 系列电动直线执行器,actuators,Tolomatic,electric_linear_actuator,,,,,,,,linear_drive; automation; pneumatic_replacement,,,,,,True,False,ok,厂商/标准公开资料：https://www.tolomatic.com,B,0.85,not_declared,unknown,,False,,component
LIN-iai-rcp6,IAI ROBO Cylinder RCP6 电动直线执行器,IAI ROBO Cylinder RCP6 电动直线执行器,actuators,IAI Corporation,electric_linear_actuator,,,,,,,,assembly; pick_place; linear_drive,,,,,,True,False,ok,厂商/标准公开资料：https://www.iai-robot.co.jp,B,0.85,not_declared,unknown,,False,,component
MAT-flexspline-42crmo,42CrMo 合金结构钢（谐波减速器柔轮用）,42CrMo 合金结构钢（谐波减速器柔轮用）,actuators,GB/T 3077 标准牌号,flexspline_material,,,,,,,,harmonic_reducer; flexspline; material,,,,,,True,False,ok,厂商/标准公开资料：https://openstd.samr.gov.cn,B,0.7,not_declared,unknown,,False,,component
MAT-flexspline-30crmnsia,30CrMnSiA 合金结构钢（柔轮/高应力构件用）,30CrMnSiA 合金结构钢（柔轮/高应力构件用）,actuators,GB/T 3077 标准牌号,flexspline_material,,,,,,,,harmonic_reducer; flexspline; material,,,,,,True,False,ok,厂商/标准公开资料：https://openstd.samr.gov.cn,B,0.65,not_declared,unknown,,False,,component
TDN-dyneema-sk75,Dyneema SK75 超高分子量聚乙烯纤维（腱绳传动用）,Dyneema SK75 超高分子量聚乙烯纤维（腱绳传动用）,actuators,Avient / DSM Dyneema,tendon_cable,,,,,,,,dexterous_hand; tendon_drive; exoskeleton,,,,,,True,False,ok,厂商/标准公开资料：https://www.dyneema.com,B,0.85,not_declared,unknown,,False,,component
TDN-sava-cable,Sava Industries 微型钢丝绳（腱绳/tendon 传动）,Sava Industries 微型钢丝绳（腱绳/tendon 传动）,actuators,Sava Industries,tendon_cable,,,,,,,,dexterous_hand; tendon_drive; surgical_robot,,,,,,True,False,ok,厂商/标准公开资料：https://savacable.com,B,0.78,not_declared,unknown,,False,,component
MOT-maxon-re25,maxon RE 25 空心杯直流电机 (Coreless DC Motor),maxon RE 25 空心杯直流电机 (Coreless DC Motor),actuators,maxon group,coreless_dc_motor,,,,,,,,dexterous_hand; micro_joint; precision_drive,,,,,,True,False,ok,厂商/标准公开资料：https://www.maxongroup.com,B,0.88,not_declared,unknown,,False,,component
MOT-faulhaber-1741cxr,FAULHABER 1741...CXR 空心杯微电机,FAULHABER 1741...CXR 空心杯微电机,actuators,FAULHABER,coreless_dc_motor,,,,,,,,prosthetics; dexterous_hand; micro_actuator,,,,,,True,False,ok,厂商/标准公开资料：https://www.faulhaber.com,B,0.87,not_declared,unknown,,False,,component
CONN-molex-minimix,Molex MiniMix 混装电源信号连接器,Molex MiniMix Hybrid Power and Signal Connectors,connectors,Molex,hybrid_connector,,,,,1000BASE-T1,,,humanoid_joint; actuator; amr; industrial_automation,,,,,,True,False,ok,Molex 官方发布《Molex Introduces MiniMix Hybrid Power and Signal Connectors》2026-08-05,A,0.8,partial,wire_to_board,,True,,component
CONN-molex-mirror-mezz,Molex Mirror Mezz 夹层连接器,Molex Mirror Mezz Mezzanine Connectors,connectors,Molex,mezzanine_connector,,,,,,,,ai_compute_module; humanoid_robot,,,,,,True,False,ok,Molex 官方发布《Molex Introduces MiniMix Hybrid Power and Signal Connectors》2026-08-05,A,0.7,not_declared,unknown,,False,,component
